"adminyear","grade","eitem1","eitem2","eitem3","eitem4","eitem5","eitem6","eitem7","eitem8","eitem9","eitem10","eitem11","eitem12","eitem13","eitem14","eitem15","eitem16","eitem17","eitem18","eitem19","eitem20","eitem21","eitem22","eitem23","eitem24","eitem25","eitem26","eitem27","eitem28","eitem29","eitem30","eitem31","eitem32","mitem1","mitem2","mitem3","mitem4","mitem5","mitem6","mitem7","mitem8","mitem9","mitem10","mitem11","mitem12","mitem13","mitem14","mitem15","mitem16","mitem17","mitem18","mitem19","mitem20","mitem21","mitem22","mitem23","mitem24","mitem25","mitem26","mitem27","mitem28","mitem29","mitem30","mitem31","mitem32","mitem33","mitem34","mitem35","mitem36","mitem37","mitem38","mitem39","mitem40","mitem41","mitem42","sitem1","sitem2","sitem3","sitem4","sitem5","sitem6","sitem7","sitem8","sitem9","sitem10","sitem11","sitem12","sitem13","sitem14","sitem15","sitem16","sitem17","sitem18","sitem19","sitem20","sitem21","sitem22","sitem23","sitem24","sitem25","sitem26","sitem27","sitem28","sitem29","sitem30","sitem31","sitem32","sitem33","sitem34","sitem35","sitem36","sitem37","sitem38","sitem39","sitem40","sitem41","sitem42","sitem43","sitem44","sitem45","eteststat","mteststat","steststat","ssubject","ssubject_prior","erawsc","mrawsc","srawsc","escaleds","mscaleds","sscaleds","escaleds2019","escaleds2021","escaleds2022","mscaleds2019","mscaleds2021","mscaleds2022","escaleds.legacy.equivalent","mscaleds.legacy.equivalent","sscaleds.legacy.equivalent","sscaleds_prior","sscaleds.highest.on.nextGen.scale","eperflev","mperflev","sperflev","eperf2","mperf2","sperf2","eassess","massess","sassess","esgp","msgp","esgp2019","esgp2021","esgp2022","msgp2019","msgp2021","msgp2022","idea1","idea2","conv1","conv2","eattempt","mattempt","sattempt","grade2021"
2023,"7",1,1,1,1,1,1,1,1,1,2,1,6,1,1,0,1,2,0,1,1,1,1,1,0,1,1,6,1,1,0,1,NA,1,1,1,4,1,1,1,1,1,1,1,1,4,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,39,45,NA,518,527,NA,505,531,514,548,513,529,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,95,53,NA,6,73,"3.0","3.0","3.0","3.0","F","F",NA,"5"
2023,"7",1,1,1,1,1,1,1,1,1,2,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,NA,1,1,1,4,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,38,51,NA,516,545,NA,526,524,514,522,552,524,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,NA,NA,NA,61,34,NA,99,20,"2.0","2.0","2.0","2.0","F","F",NA,"5"
2023,"7",0,0,0,1,1,0,0,1,1,2,0,4,0,0,2,1,0,1,1,1,1,1,1,0,1,2,2,0,0,1,1,NA,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,26,11,NA,491,473,NA,519,501,476,477,469,480,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,13,3,NA,15,67,"2.0","1.0","2.0","1.0","F","F",NA,"5"
2023,"7",1,1,1,0,1,1,1,1,1,2,2,6,0,1,0,1,2,1,0,1,0,1,1,1,1,1,6,1,1,1,1,NA,0,1,1,4,1,1,1,0,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,0,3,1,0,1,0,1,1,0,1,1,1,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,39,44,NA,518,525,NA,555,524,520,541,520,508,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,27,31,NA,23,5,"3.0","3.0","3.0","3.0","F","F",NA,"5"
2023,"7",1,0,1,0,0,1,1,1,0,1,1,6,1,0,2,0,0,0,1,1,1,1,1,1,0,2,0,1,0,0,0,NA,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,25,13,NA,489,478,NA,499,501,494,489,483,491,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,42,47,NA,26,65,"3.0","0.0","3.0","0.0","F","F",NA,"5"
2023,"7",1,0,1,0,1,1,1,0,1,2,1,4,1,0,0,1,2,1,0,1,1,1,1,1,0,2,2,1,1,0,0,NA,1,1,1,2,1,1,1,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,29,43,NA,496,523,NA,526,501,514,536,500,506,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,NA,NA,NA,8,67,NA,2,25,"2.0","1.0","2.0","1.0","F","F",NA,"5"
2023,"7",0,1,1,1,1,0,1,0,1,2,0,4,0,0,0,0,0,1,1,1,1,1,0,0,1,1,6,1,1,1,0,NA,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,28,13,NA,495,478,NA,497,NA,485,477,468,466,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,13,23,"2.0","3.0","2.0","3.0","F","F",NA,"5"
2023,"7",0,1,1,1,1,0,0,1,0,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,NA,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,16,11,NA,470,473,NA,479,491,457,466,463,459,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,60,8,NA,19,23,"2.0","1.0","1.0","1.0","F","F",NA,"5"
2023,"7",1,1,1,1,1,1,1,1,0,2,2,6,1,1,2,0,2,1,0,1,0,1,1,1,1,2,2,0,0,0,0,NA,1,1,1,1,1,0,1,0,1,0,1,1,3,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,34,30,NA,507,504,NA,NA,NA,512,NA,NA,503,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.0","1.0","3.0","1.0","F","F",NA,NA
2023,"7",1,1,1,0,1,1,1,1,1,2,1,4,1,1,0,1,2,1,1,1,1,1,0,1,1,2,4,0,1,1,1,NA,0,1,1,4,1,1,1,1,2,1,1,1,3,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,36,45,NA,511,527,NA,522,519,520,536,520,544,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,55,62,NA,31,94,"2.0","2.0","2.0","2.0","F","F",NA,"5"
2023,"7",0,0,1,0,1,1,1,0,0,0,0,4,0,0,0,1,0,1,1,1,1,0,0,1,0,1,4,1,0,0,1,NA,0,1,1,2,1,0,1,1,0,0,1,1,4,0,0,0,1,0,0,1,1,1,1,0,2,0,0,0,0,1,1,0,1,1,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,21,29,NA,481,503,NA,497,484,483,511,468,522,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,NA,NA,NA,7,51,NA,1,99,"2.0","2.0","2.0","2.0","F","F",NA,"5"
2023,"7",0,1,1,0,1,1,1,1,0,0,1,4,0,1,1,1,2,0,1,1,1,0,0,1,1,2,4,0,1,1,1,NA,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,30,34,NA,498,510,NA,516,494,492,505,503,494,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,NA,NA,NA,6,31,NA,48,16,"2.0","2.0","2.0","2.0","F","F",NA,"5"
2023,"7",1,0,1,1,0,1,1,0,0,2,0,4,0,1,0,1,2,0,0,1,1,1,1,1,1,0,8,0,1,1,0,NA,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,20,NA,500,490,NA,519,517,501,517,498,494,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,55,18,NA,10,14,"2.0","5.0","2.0","3.0","F","F",NA,"5"
2023,"7",1,0,1,1,0,1,1,0,1,1,1,5,0,1,2,0,2,1,1,1,1,1,1,1,1,0,4,1,1,0,0,NA,0,1,1,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,2,1,0,0,0,0,0,1,1,1,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,22,NA,502,494,NA,NA,481,497,NA,463,491,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,88,NA,NA,94,"3.0","2.0","2.0","2.0","F","F",NA,"5"
2023,"7",1,1,1,1,1,1,1,0,0,2,1,6,1,1,0,1,1,1,1,1,1,1,1,0,1,1,6,0,1,1,1,NA,0,1,1,4,1,1,0,1,1,1,1,1,4,1,0,1,0,0,1,0,1,0,1,1,2,1,1,1,0,1,0,1,1,0,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,38,NA,513,515,NA,NA,537,497,NA,510,515,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,60,"3.0","3.0","3.0","3.0","F","F",NA,"5"
2023,"7",1,1,1,0,1,1,1,0,1,2,1,6,0,1,2,1,2,0,1,1,1,1,1,1,1,0,6,0,0,1,0,NA,0,1,1,4,0,0,0,1,0,0,1,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,36,25,NA,511,498,NA,508,514,485,517,489,499,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,66,6,NA,3,42,"3.0","3.0","3.0","3.0","F","F",NA,"5"
2023,"7",0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,0,1,1,1,1,1,1,0,0,6,1,1,0,0,NA,1,1,1,4,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,3,0,0,1,0,1,0,1,1,1,0,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,34,46,NA,507,529,NA,543,514,517,525,513,525,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,18,41,NA,30,78,"1.0","3.0","1.0","3.0","F","F",NA,"5"
2023,"7",1,0,1,0,1,1,1,1,1,2,0,4,0,1,1,1,2,1,1,1,1,1,1,1,1,2,6,0,1,1,1,NA,1,1,1,4,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,50,NA,513,540,NA,NA,494,517,NA,524,529,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,NA,NA,NA,NA,93,NA,NA,66,"2.0","3.0","2.0","3.0","F","F",NA,"5"
2023,"7",0,1,1,1,1,1,1,1,1,2,0,2,1,1,2,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,1,0,3,1,1,1,0,2,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,27,26,NA,493,499,NA,499,496,499,487,504,499,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,27,67,NA,89,51,"1.0","0.0","1.0","1.0","F","F",NA,"5"
2023,"7",1,1,1,0,1,1,1,1,1,2,0,2,1,1,2,1,2,0,0,0,1,0,1,1,1,1,2,0,1,1,1,NA,0,1,1,4,1,0,1,1,1,1,1,1,3,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,29,35,NA,496,511,NA,495,505,506,525,516,504,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,NA,NA,NA,67,78,NA,40,8,"1.0","0.0","1.0","2.0","F","F",NA,"5"
2023,"7",0,0,1,0,1,0,1,0,0,1,1,2,0,0,0,0,2,1,1,1,1,1,0,0,1,0,4,1,0,1,1,NA,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,22,11,NA,483,473,NA,497,NA,NA,477,NA,NA,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0","2.0","1.0","2.0","F","F",NA,NA
2023,"7",1,1,0,0,1,1,0,1,1,2,2,7,1,1,2,1,1,1,1,1,1,1,1,0,0,2,7,1,1,1,1,NA,1,1,1,4,1,1,1,0,1,1,1,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,42,41,NA,528,520,NA,538,546,535,515,519,520,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,90,57,NA,75,58,"4.0","4.0","3.0","3.0","F","F",NA,"5"
2023,"8",1,2,1,0,1,1,0,0,0,1,0,NA,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,4,NA,1,0,1,0,1,1,1,0,0,0,1,1,3,NA,1,1,NA,0,0,0,1,0,NA,0,1,0,1,0,NA,0,0,0,1,1,NA,0,0,1,NA,0,NA,NA,1,1,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,1,NA,1,NA,1,1,0,0,0,NA,NA,NA,NA,"T","T","T",NA,NA,22,18,15,472,480,469,541,513,484,511,518,481,NA,NA,NA,NA,NA,"PM","PM","Not Meeting","Partially Meeting","Partially Meeting","Not Meeting",1,1,1,NA,NA,94,10,1,48,64,1,"BL","2.0","BL","2.0","F","F","F","6"
2023,"8",0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,NA,1,1,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,NA,NA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,"T","T","T",NA,NA,10,13,13,440,469,464,454,456,443,477,477,468,NA,NA,NA,NA,NA,"NM","NM","Not Meeting","Not Meeting","Not Meeting","Not Meeting",1,1,1,NA,NA,15,54,11,88,63,30,"0.0","0.0","0.0","0.0","F","F","F","6"
2023,"8",0,2,1,1,1,1,0,1,1,1,1,6,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,2,4,NA,0,1,1,1,4,0,1,0,1,1,1,1,3,0,1,1,1,1,2,1,1,1,4,1,1,0,1,1,2,1,1,1,0,1,0,0,1,1,0,0,NA,NA,1,1,1,1,1,1,2,2,2,2,0,1,1,1,0,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,0,2,1,2,2,1,2,1,1,NA,NA,NA,NA,"T","T","T",NA,NA,33,40,44,499,512,527,518,507,514,519,504,512,NA,NA,NA,NA,NA,"PM","M","Meeting","Partially Meeting","Meeting","Meeting",1,1,1,NA,NA,66,18,74,84,12,57,"3.0","2.0","3.0","2.0","F","F","F","6"
2023,"8",0,0,1,0,1,1,1,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,NA,NA,1,1,1,1,1,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,"T","T","T",NA,NA,12,11,22,441,465,484,NA,483,474,NA,473,460,NA,NA,NA,NA,NA,"NM","NM","Partially Meeting","Not Meeting","Not Meeting","Partially Meeting",1,1,1,NA,NA,NA,NA,22,NA,NA,14,"1.0","DC","1.0","DC","F","F","F","6"
2023,"8",1,0,1,1,1,1,1,1,0,1,1,2,0,0,2,1,0,1,1,1,0,1,1,1,0,0,0,1,2,2,2,NA,1,1,0,1,0,1,0,0,0,0,1,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,NA,NA,1,1,1,0,0,1,0,2,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,NA,NA,NA,NA,"T","T","T",NA,NA,27,19,23,484,482,486,495,501,478,498,484,477,NA,NA,NA,NA,NA,"PM","PM","Partially Meeting","Partially Meeting","Partially Meeting","Partially Meeting",1,1,1,NA,NA,43,56,11,84,19,15,"1.0","1.0","1.0","1.0","F","F","F","6"
2023,"8",1,2,1,1,1,1,1,1,2,1,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,NA,0,0,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,2,1,1,0,0,1,2,1,1,1,1,1,NA,NA,1,1,0,1,0,1,3,2,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,0,1,1,1,1,1,1,0,0,1,2,2,1,1,0,1,NA,NA,NA,NA,"T","T","T",NA,NA,45,34,37,546,503,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E","M","Meeting","Exceeding","Meeting","Meeting",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"3.0","3.0","3.0","3.0","F","F","F",NA
2023,"8",0,0,1,1,1,1,1,1,2,0,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,4,NA,0,1,1,1,0,0,1,1,0,0,1,1,4,1,0,1,1,1,0,1,1,0,3,0,1,0,1,1,2,1,1,1,0,1,3,0,0,0,1,1,NA,NA,1,0,0,1,1,1,2,3,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,2,0,1,1,1,1,1,1,NA,NA,NA,NA,"T","T","T",NA,NA,37,34,31,510,503,500,532,510,498,498,484,483,NA,NA,NA,NA,NA,"M","M","Meeting","Meeting","Meeting","Meeting",1,1,1,NA,NA,80,8,12,39,7,34,"3.0","2.0","3.0","2.0","F","F","F","6"
2023,"8",1,2,1,1,1,1,1,1,2,1,1,6,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,2,4,NA,1,1,1,1,4,1,1,1,0,0,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,2,1,1,1,0,1,2,1,1,1,1,1,NA,NA,1,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,2,0,1,0,1,1,1,0,0,0,2,0,0,2,0,2,1,0,NA,NA,NA,NA,"T","T","T",NA,NA,41,45,32,524,521,502,521,513,500,528,510,518,NA,NA,NA,NA,NA,"M","M","Meeting","Meeting","Meeting","Meeting",1,1,1,NA,NA,45,15,21,67,5,55,"3.0","2.0","3.0","2.0","F","F","F","6"
2023,"8",1,2,1,1,1,1,1,1,2,0,1,2,1,0,2,1,1,0,1,1,0,0,0,1,1,0,0,0,0,2,2,NA,1,1,1,1,1,0,0,1,1,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,2,1,0,1,1,0,2,0,1,0,0,1,NA,NA,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,NA,NA,NA,NA,"T","T","T",NA,NA,27,34,21,484,503,482,524,507,484,511,507,496,NA,NA,NA,NA,NA,"PM","M","Partially Meeting","Partially Meeting","Meeting","Partially Meeting",1,1,1,NA,NA,81,13,3,47,28,15,"1.0","1.0","1.0","1.0","F","F","F","6"
