"","adminyear","grade","eitem1","eitem2","eitem3","eitem4","eitem5","eitem6","eitem7","eitem8","eitem9","eitem10","eitem11","eitem12","eitem13","eitem14","eitem15","eitem16","eitem17","eitem18","eitem19","eitem20","eitem21","eitem22","eitem23","eitem24","eitem25","eitem26","eitem27","eitem28","eitem29","eitem30","eitem31","eitem32","mitem1","mitem2","mitem3","mitem4","mitem5","mitem6","mitem7","mitem8","mitem9","mitem10","mitem11","mitem12","mitem13","mitem14","mitem15","mitem16","mitem17","mitem18","mitem19","mitem20","mitem21","mitem22","mitem23","mitem24","mitem25","mitem26","mitem27","mitem28","mitem29","mitem30","mitem31","mitem32","mitem33","mitem34","mitem35","mitem36","mitem37","mitem38","mitem39","mitem40","mitem41","mitem42","sitem1","sitem2","sitem3","sitem4","sitem5","sitem6","sitem7","sitem8","sitem9","sitem10","sitem11","sitem12","sitem13","sitem14","sitem15","sitem16","sitem17","sitem18","sitem19","sitem20","sitem21","sitem22","sitem23","sitem24","sitem25","sitem26","sitem27","sitem28","sitem29","sitem30","sitem31","sitem32","sitem33","sitem34","sitem35","sitem36","sitem37","sitem38","sitem39","sitem40","sitem41","sitem42","sitem43","sitem44","sitem45","eteststat","mteststat","steststat","ssubject","ssubject_prior","erawsc","mrawsc","srawsc","escaleds","mscaleds","sscaleds","escaleds2019","escaleds2021","escaleds2022","mscaleds2019","mscaleds2021","mscaleds2022","escaleds.legacy.equivalent","mscaleds.legacy.equivalent","sscaleds.legacy.equivalent","sscaleds_prior","sscaleds.highest.on.nextGen.scale","eperflev","mperflev","sperflev","eperf2","mperf2","sperf2","eassess","massess","sassess","esgp","msgp","esgp2019","esgp2021","esgp2022","msgp2019","msgp2021","msgp2022","idea1","idea2","conv1","conv2","eattempt","mattempt","sattempt","grade2021"
"243",2023,"07",0,1,1,0,1,1,1,1,0,1,0,4,1,1,1,1,2,1,1,1,0,1,1,1,1,2,4,1,0,1,0,NA,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,0,1,1,1,1,0,0,1,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,36,NA,502,512,NA,NA,517,512,NA,492,501,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,24,92,NA,NA,45,NA,NA,66,"2","2","2","2","F","F",NA,"05"
"244",2023,"07",1,0,1,1,1,1,1,1,1,2,1,4,0,1,2,1,2,0,0,1,1,1,0,0,1,2,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","NTO",NA,NA,NA,33,NA,NA,504,NA,NA,513,502,504,484,501,500,NA,NA,NA,NA,NA,"M","TRN",NA,"Meeting",NA,NA,1,NA,NA,60,NA,NA,21,54,NA,88,67,"2","2","2","2","F","N",NA,"05"
"245",2023,"07",0,1,1,1,1,1,1,1,1,2,0,6,1,0,0,0,0,1,1,1,1,1,1,0,1,2,6,0,0,0,0,NA,0,1,1,2,1,1,1,1,0,1,0,0,3,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,24,NA,502,496,NA,519,514,512,525,501,507,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,26,18,NA,47,47,NA,7,38,"3","3","3","3","F","F",NA,"05"
"246",2023,"07",1,0,0,0,1,0,1,1,0,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,NA,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,16,10,NA,470,469,NA,476,487,472,477,469,478,NA,NA,NA,NA,NA,"PM","NM",NA,"Partially Meeting","Not Meeting",NA,1,1,NA,28,39,NA,59,46,NA,15,61,"1","0","1","1","F","F",NA,"05"
"247",2023,"07",1,1,1,0,1,1,1,0,1,2,1,7,1,1,0,1,1,0,1,1,1,1,1,1,0,1,8,1,0,1,1,NA,0,1,1,3,1,0,0,1,1,1,1,1,4,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,39,36,NA,518,512,NA,529,496,535,532,504,517,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,46,36,NA,2,97,NA,5,62,"4","5","3","3","F","F",NA,"05"
"248",2023,"07",1,0,1,0,1,1,1,1,1,2,1,6,1,1,2,1,2,1,1,1,1,1,1,0,1,2,7,1,1,1,1,NA,1,1,0,3,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,43,27,NA,531,500,NA,505,511,524,494,506,511,NA,NA,NA,NA,NA,"E","M",NA,"Exceeding","Meeting",NA,1,1,NA,84,15,NA,64,92,NA,83,78,"3","4","3","3","F","F",NA,"05"
"249",2023,"07",0,1,1,0,1,1,1,0,1,2,1,6,1,1,2,1,2,1,1,1,1,1,0,1,1,2,6,1,1,1,1,NA,1,1,1,4,1,1,1,0,2,1,1,0,4,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,41,47,NA,524,531,NA,522,519,514,513,512,529,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,79,62,NA,55,45,NA,58,94,"3","3","3","3","F","F",NA,"05"
"250",2023,"07",1,1,0,1,1,1,1,0,1,2,1,3,1,0,2,1,1,1,1,1,0,1,1,1,1,0,4,0,1,1,1,NA,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,17,NA,502,486,NA,505,511,499,491,473,497,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,54,34,NA,64,36,NA,7,91,"2","3","1","1","F","F",NA,"05"
"251",2023,"07",1,1,1,1,1,1,1,1,1,2,1,6,1,1,0,1,2,0,1,1,1,1,1,0,1,1,6,1,1,0,1,NA,1,1,1,4,1,1,1,1,1,1,1,1,4,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,39,45,NA,518,527,NA,505,531,514,548,513,529,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,56,44,NA,95,53,NA,6,73,"3","3","3","3","F","F",NA,"05"
"252",2023,"07",1,1,1,1,1,1,1,1,1,2,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,NA,1,1,1,4,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,38,51,NA,516,545,NA,526,524,514,522,552,524,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,53,90,NA,61,34,NA,99,20,"2","2","2","2","F","F",NA,"05"
"253",2023,"07",0,0,0,1,1,0,0,1,1,2,0,4,0,0,2,1,0,1,1,1,1,1,1,0,1,2,2,0,0,1,1,NA,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,26,11,NA,491,473,NA,519,501,476,477,469,480,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,72,43,NA,13,3,NA,15,67,"2","1","2","1","F","F",NA,"05"
"254",2023,"07",1,1,1,0,1,1,1,1,1,2,2,6,0,1,0,1,2,1,0,1,0,1,1,1,1,1,6,1,1,1,1,NA,0,1,1,4,1,1,1,0,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,0,3,1,0,1,0,1,1,0,1,1,1,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,39,44,NA,518,525,NA,555,524,520,541,520,508,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,47,87,NA,27,31,NA,23,5,"3","3","3","3","F","F",NA,"05"
"255",2023,"07",1,0,1,0,0,1,1,1,0,1,1,6,1,0,2,0,0,0,1,1,1,1,1,1,0,2,0,1,0,0,0,NA,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,25,13,NA,489,478,NA,499,501,494,489,483,491,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,29,17,NA,42,47,NA,26,65,"3","0","3","0","F","F",NA,"05"
"256",2023,"07",1,0,1,0,1,1,1,0,1,2,1,4,1,0,0,1,2,1,0,1,1,1,1,1,0,2,2,1,1,0,0,NA,1,1,1,2,1,1,1,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,29,43,NA,496,523,NA,526,501,514,536,500,506,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,16,97,NA,8,67,NA,2,25,"2","1","2","1","F","F",NA,"05"
"257",2023,"07",0,1,1,1,1,0,1,0,1,2,0,4,0,0,0,0,0,1,1,1,1,1,0,0,1,1,6,1,1,1,0,NA,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,28,13,NA,495,478,NA,497,NA,485,477,468,466,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,73,89,NA,NA,NA,NA,13,23,"2","3","2","3","F","F",NA,"05"
"258",2023,"07",0,1,1,1,1,0,0,1,0,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,NA,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,16,11,NA,470,473,NA,479,491,457,466,463,459,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,53,88,NA,60,8,NA,19,23,"2","1","1","1","F","F",NA,"05"
"259",2023,"07",1,1,1,1,1,1,1,1,0,2,2,6,1,1,2,0,2,1,0,1,0,1,1,1,1,2,2,0,0,0,0,NA,1,1,1,1,1,0,1,0,1,0,1,1,3,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,34,30,NA,507,504,NA,NA,NA,512,NA,NA,503,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,41,63,NA,NA,NA,NA,NA,NA,"3","1","3","1","F","F",NA,NA
"260",2023,"07",1,1,1,0,1,1,1,1,1,2,1,4,1,1,0,1,2,1,1,1,1,1,0,1,1,2,4,0,1,1,1,NA,0,1,1,4,1,1,1,1,2,1,1,1,3,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,36,45,NA,511,527,NA,522,519,520,536,520,544,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,29,13,NA,55,62,NA,31,94,"2","2","2","2","F","F",NA,"05"
"261",2023,"07",0,0,1,0,1,1,1,0,0,0,0,4,0,0,0,1,0,1,1,1,1,0,0,1,0,1,4,1,0,0,1,NA,0,1,1,2,1,0,1,1,0,0,1,1,4,0,0,0,1,0,0,1,1,1,1,0,2,0,0,0,0,1,1,0,1,1,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,21,29,NA,481,503,NA,497,484,483,511,468,522,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,41,28,NA,7,51,NA,1,99,"2","2","2","2","F","F",NA,"05"
"262",2023,"07",0,1,1,0,1,1,1,1,0,0,1,4,0,1,1,1,2,0,1,1,1,0,0,1,1,2,4,0,1,1,1,NA,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,30,34,NA,498,510,NA,516,494,492,505,503,494,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,72,92,NA,6,31,NA,48,16,"2","2","2","2","F","F",NA,"05"
"263",2023,"07",1,0,1,1,0,1,1,0,0,2,0,4,0,1,0,1,2,0,0,1,1,1,1,1,1,0,8,0,1,1,0,NA,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,20,NA,500,490,NA,519,517,501,517,498,494,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,37,35,NA,55,18,NA,10,14,"2","5","2","3","F","F",NA,"05"
"264",2023,"07",1,0,1,1,0,1,1,0,1,1,1,5,0,1,2,0,2,1,1,1,1,1,1,1,1,0,4,1,1,0,0,NA,0,1,1,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,2,1,0,0,0,0,0,1,1,1,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,22,NA,502,494,NA,NA,481,497,NA,463,491,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,82,86,NA,NA,88,NA,NA,94,"3","2","2","2","F","F",NA,"05"
"265",2023,"07",1,1,1,1,1,1,1,0,0,2,1,6,1,1,0,1,1,1,1,1,1,1,1,0,1,1,6,0,1,1,1,NA,0,1,1,4,1,1,0,1,1,1,1,1,4,1,0,1,0,0,1,0,1,0,1,1,2,1,1,1,0,1,0,1,1,0,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,38,NA,513,515,NA,NA,537,497,NA,510,515,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,71,45,NA,NA,3,NA,NA,60,"3","3","3","3","F","F",NA,"05"
"266",2023,"07",1,1,1,0,1,1,1,0,1,2,1,6,0,1,2,1,2,0,1,1,1,1,1,1,1,0,6,0,0,1,0,NA,0,1,1,4,0,0,0,1,0,0,1,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,36,25,NA,511,498,NA,508,514,485,517,489,499,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,93,61,NA,66,6,NA,3,42,"3","3","3","3","F","F",NA,"05"
"267",2023,"07",0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,0,1,1,1,1,1,1,0,0,6,1,1,0,0,NA,1,1,1,4,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,3,0,0,1,0,1,0,1,1,1,0,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,34,46,NA,507,529,NA,543,514,517,525,513,525,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,27,65,NA,18,41,NA,30,78,"1","3","1","3","F","F",NA,"05"
"268",2023,"07",1,0,1,0,1,1,1,1,1,2,0,4,0,1,1,1,2,1,1,1,1,1,1,1,1,2,6,0,1,1,1,NA,1,1,1,4,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,50,NA,513,540,NA,NA,494,517,NA,524,529,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,64,78,NA,NA,93,NA,NA,66,"2","3","2","3","F","F",NA,"05"
"269",2023,"07",0,1,1,1,1,1,1,1,1,2,0,2,1,1,2,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,1,0,3,1,1,1,0,2,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,27,26,NA,493,499,NA,499,496,499,487,504,499,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,36,48,NA,27,67,NA,89,51,"1","0","1","1","F","F",NA,"05"
"270",2023,"07",1,1,1,0,1,1,1,1,1,2,0,2,1,1,2,1,2,0,0,0,1,0,1,1,1,1,2,0,1,1,1,NA,0,1,1,4,1,0,1,1,1,1,1,1,3,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,29,35,NA,496,511,NA,495,505,506,525,516,504,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,27,62,NA,67,78,NA,40,8,"1","0","1","2","F","F",NA,"05"
"271",2023,"07",0,0,1,0,1,0,1,0,0,1,1,2,0,0,0,0,2,1,1,1,1,1,0,0,1,0,4,1,0,1,1,NA,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,22,11,NA,483,473,NA,497,NA,NA,477,NA,NA,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","1","2","F","F",NA,NA
"272",2023,"07",1,1,0,0,1,1,0,1,1,2,2,7,1,1,2,1,1,1,1,1,1,1,1,0,0,2,7,1,1,1,1,NA,1,1,1,4,1,1,1,0,1,1,1,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,42,41,NA,528,520,NA,538,546,535,515,519,520,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,36,37,NA,90,57,NA,75,58,"4","4","3","3","F","F",NA,"05"
"273",2023,"08",1,2,1,0,1,1,0,0,0,1,0,NA,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,4,NA,1,0,1,0,1,1,1,0,0,0,1,1,3,NA,1,1,NA,0,0,0,1,0,NA,0,1,0,1,0,NA,0,0,0,1,1,NA,0,0,1,NA,0,NA,NA,1,1,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,1,NA,1,NA,1,1,0,0,0,NA,NA,NA,NA,"T","T","T",NA,NA,22,18,15,472,480,469,541,513,484,511,518,481,NA,NA,NA,NA,NA,"PM","PM","Not Meeting","Partially Meeting","Partially Meeting","Not Meeting",1,1,1,9,17,94,10,1,48,64,1,"BL","2","BL","2","F","F","F","06"
